ad_number	applicability
2022-27-04	This AD applies to Pratt & Whitney PW1519G, PW1521G, PW1521G-3, PW1521GA, PW1524G, PW1524G-3, PW1525G, and PW1525G-3 model turbofan engines.
2022-26-02	This AD applies to Rolls-Royce Deutschland Ltd & Co KG BR700- 710A1-10, BR700-710A2-20, BR700-710C4-11, and BR700-710D5-21 model turbofan engines as identified in European Union Aviation Safety Agency (EASA) AD 2022-0033, dated March 03, 2022 (EASA AD 2022- 0033).
2022-25-20	This AD applies to General Electric Company GEnx-1B64, GEnx- 1B64/P1, GEnx-1B64/P2, GEnx-1B67, GEnx-1B67/P1, GEnx-1B67/P2, GEnx- 1B70, GEnx-1B70/75/P1, GEnx-1B70/75/P2, GEnx-1B70/P1, GEnx-1B70/P2, GEnx-1B70C/P1, GEnx-1B70C/P2, GEnx-1B74/75/P1, GEnx-1B74/75/P2, GEnx-1B76/P2, GEnx-1B76A/P2, GEnx-2B67,
2022-26-01	This AD applies to GE Aviation Czech s.r.o. (GEAC) M601D-11, M601E-11, M601E-11A, M601E-11AS, M601E-11S, M601F, H75-100, H75-200, H80, H80-100, H80-200, H85-100, and H85-200 model turboprop engines installed on single-engine airplanes, with an installed combustion chamber outer liner having part num
2022-23-09	This AD applies to General Electric Company GE90-90B, GE90-94B, GE90-110B1, and GE90-115B model turbofan engines with an installed high-pressure turbine (HPT) stage 1 disk, HPT stage 2 disk, or stages 7-9 compressor rotor spool with a part number (P/N) and serial number (S/N) identified in Table 1 t
2022-24-06	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (RRD) BR700-710A1-10, BR700-710A2-20, and BR700-710C4-11 model turbofan engines as identified in European Union Aviation Safety Agency AD 2022-0110, dated June 15, 2022 (EASA AD 2022-0110).
2022-24-04	This AD applies to MarS A.S. ATL-88/90-1B (commercially known as ATL-15 SL) emergency parachutes part number (P/N) 09994, P/N 09995, and P/N 09996 (no dash number) that meet either of the criterion in paragraph (c)(1) or (2) of this AD: (1) The parachute has a date of manufacture of January 1, 2016,
2022-21-10	This AD applies to all MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) through (5) of this AD, certificated in any category. (1) Model CL-600-2C10 (Regional Jet Series 700, 701, & 702). (2) Model CL-600-2C11 (Regional Jet Series 550). (3) Model CL-600-2D15 (Regional Jet Series 705). (4
2022-21-10	This AD applies to all MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) through (5) of this AD, certificated in any category. (1) Model CL-600-2C10 (Regional Jet Series 700, 701, & 702). (2) Model CL-600-2C11 (Regional Jet Series 550). (3) Model CL-600-2D15 (Regional Jet Series 705). (4
2022-21-10	This AD applies to all MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) through (5) of this AD, certificated in any category. (1) Model CL-600-2C10 (Regional Jet Series 700, 701, & 702). (2) Model CL-600-2C11 (Regional Jet Series 550). (3) Model CL-600-2D15 (Regional Jet Series 705). (4
2022-21-10	This AD applies to all MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) through (5) of this AD, certificated in any category. (1) Model CL-600-2C10 (Regional Jet Series 700, 701, & 702). (2) Model CL-600-2C11 (Regional Jet Series 550). (3) Model CL-600-2D15 (Regional Jet Series 705). (4
2022-21-10	This AD applies to all MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) through (5) of this AD, certificated in any category. (1) Model CL-600-2C10 (Regional Jet Series 700, 701, & 702). (2) Model CL-600-2C11 (Regional Jet Series 550). (3) Model CL-600-2D15 (Regional Jet Series 705). (4
2022-21-13	This AD applies to Hoffmann GmbH & Co. KG (Hoffmann) model HO-V 72 propellers.
2022-22-05	All NZSkydive Limited (type certificate previously held by Pacific Aerospace Ltd.) Model FBA-2C1, FBA-2C2, FBA-2C3, and FBA-2C4 airplanes, all serial numbers, certificated in any category.
2022-19-15	This AD applies to International Aero Engines, LLC PW1122G-JM, PW1124G1-JM, PW1124G-JM, PW1127G1-JM, PW1127GA-JM, PW1127G-JM, PW1129G-JM, PW1130G-JM, PW1133GA-JM, and PW1133G-JM model turbofan engines with an installed: (1) High-pressure turbine (HPT) 1st-stage disk, part numbers (P/ Ns) 30G4201, 30
2022-18-15	This AD applies to the MHI RJ Aviation ULC airplanes, certificated in any category, identified in paragraphs (c)(1) through (4) of this AD. (1) Model CL-600-2B19 (Regional Jet Series 100 & 440) airplanes, serial numbers 7002 through 7990 inclusive and 8000 through 8112 inclusive. (2) Model CL-600-2C
2022-18-15	This AD applies to the MHI RJ Aviation ULC airplanes, certificated in any category, identified in paragraphs (c)(1) through (4) of this AD. (1) Model CL-600-2B19 (Regional Jet Series 100 & 440) airplanes, serial numbers 7002 through 7990 inclusive and 8000 through 8112 inclusive. (2) Model CL-600-2C
2022-18-15	This AD applies to the MHI RJ Aviation ULC airplanes, certificated in any category, identified in paragraphs (c)(1) through (4) of this AD. (1) Model CL-600-2B19 (Regional Jet Series 100 & 440) airplanes, serial numbers 7002 through 7990 inclusive and 8000 through 8112 inclusive. (2) Model CL-600-2C
2022-18-15	This AD applies to the MHI RJ Aviation ULC airplanes, certificated in any category, identified in paragraphs (c)(1) through (4) of this AD. (1) Model CL-600-2B19 (Regional Jet Series 100 & 440) airplanes, serial numbers 7002 through 7990 inclusive and 8000 through 8112 inclusive. (2) Model CL-600-2C
2022-20-12	This AD applies to General Electric Company (GE) GEnx-1B54/P2, GEnx-1B58/P2, GEnx-1B64/P2, GEnx-1B67/P2, GEnx-1B70/P2, GEnx-1B70C/ P2, GEnx-1B70/72/P2, GEnx-1B70/75/P2, GEnx-1B74/75/P2, GEnx-1B75/P2, GEnx-1B76/P2, GEnx-1B76A/P2, GEnx-1B78/P2, GEnx-2B67, GEnx-2B67B, and GEnx-2B67/P model turbofan eng
2022-21-06	This AD applies to General Electric Company CF34-8C1, CF34-8C5, CF34-8C5A1, CF34-8C5A2, CF34-8C5A3, CF34-8C5B1, CF34-8E2, CF34- 8E2A1, CF34-8E5, CF34-8E5A1, CF34-8E5A2, CF34-8E6, and CF34-8E6A1 model turbofan engines with an installed low-pressure turbine (LPT) stage 5 disk, part number (P/N) 4117T1
2022-19-15	This AD applies to International Aero Engines, LLC PW1122G-JM, PW1124G1-JM, PW1124G-JM, PW1127G1-JM, PW1127GA-JM, PW1127G-JM, PW1129G-JM, PW1130G-JM, PW1133GA-JM, and PW1133G-JM model turbofan engines with an installed: (1) High-pressure turbine (HPT) 1st-stage disk, part numbers (P/ Ns) 30G4201, 30
2022-18-06	This AD applies to: (1) General Electric Company (GE) GE90-110B1 and GE90-115B model turbofan engines; and (2) GE GE90-76B, GE90-85B, GE90-90B, and GE90-94B model turbofan engines with an installed interstage high-pressure turbine (HPT) rotor seal with part number (P/N) 2629M47P01 and serial number 
2022-19-01	This AD applies to General Electric Company (GE) GEnx-2B67/P model turbofan engines with an installed: (1) Low-pressure turbine rotor (LPTR) stage 4 disk, part number (P/N) 2440M64P01, with serial number (S/N) JHVPD762, JHVPD763, JHVPD764, or JHVPD765; or (2) LPTR stage 6 disk, P/N 2440M66P01, with 
2022-17-02	This AD applies to CFM International, S.A. (CFM) LEAP-1B21, LEAP-1B23, LEAP-1B25, LEAP-1B27, LEAP-1B28, LEAP-1B28B1, LEAP- 1B28B2, LEAP-1B28B2C, LEAP-1B28B3, LEAP-1B28BBJ1, and LEAP-1B28BBJ2 model turbofan engines with an installed inner radial drive shaft (RDS) with a serial number listed in Additi
2022-18-04	General Electric Company (GE) GEnx-1B64, GEnx-1B64/P1, GEnx- 1B64/P2, GEnx-1B67, GEnx-1B67/P1, GEnx-1B67/P2, GEnx-1B70, GEnx- 1B70/75/P1, GEnx-1B70/75/P2, GEnx-1B70/P1, GEnx-1B70/P2, GEnx-1B70C/ P1, GEnx-1B70C/P2, GEnx-1B74/75/P1, GEnx-1B74/75/P2, GEnx-1B76/P2, and GEnx-1B76A/P2 model turbofan engin
2022-18-16	This AD applies to General Electric Company (GE) CT7-8A model turboshaft engines.
2022-18-02	This AD applies to MT-Propeller Entwicklung GmbH: (1) MTV-5-1-( ), MTV-9-( ), MTV-12-( ), MTV-14-B, MTV-14-D, MTV- 15-( ), MTV-16-( ), MTV-18-( ), and MTV-27-( ) variable pitch propellers with a propeller serial number (S/N) identified in MT- Propeller Entwicklung GmbH Alert Service Bulletin (ASB) N
2022-17-12	This AD applies to CFM International, S.A. (CFM) LEAP-1A23, LEAP-1A24, LEAP-1A24E1, LEAP-1A26, LEAP-1A26CJ, LEAP-1A26E1, LEAP- 1A29, LEAP-1A29CJ, LEAP-1A30, LEAP-1A32, LEAP-1A33, LEAP-1A33B2, and LEAP-1A35A model turbofan engines with an installed high-pressure turbine (HPT) rotor stage 1 blade, hav
2022-16-03	This AD applies to: (1) Continental Aerospace Technologies, Inc. reciprocating engine models identified in Table 1 to paragraph (c) of this AD that are equipped with an S-1200 series magneto having a serial number (S/N) between F21EA057 and F21KA009R, inclusive, manufactured and sold between May and
2022-15-08	This AD applies to the airplanes identified in EASA AD 2021- 0234, dated October 28, 2021 (EASA AD 2021-0234), certificated in any category.
2022-15-02	(1) This AD applies to hot air balloons, certificated in any category, with a Cameron Balloons Ltd. Stratus double burner assembly part number (P/N) CB8720 or P/N CB8721 installed. (2) The affected burner assemblies may be installed on hot air balloon models including, but not limited to, those of t
2022-15-04	This AD applies to CFM International, S.A. (CFM) LEAP-1A23, LEAP-1A24, LEAP-1A24E1, LEAP-1A26, LEAP-1A26CJ, LEAP-1A26E1, LEAP- 1A29, LEAP-1A29CJ, LEAP-1A30, LEAP-1A32, LEAP-1A33, LEAP-1A33B2, LEAP-1A35A model turbofan engines with engine serial number (ESN) 598-280, 598-283, 598-284, 598-291, 598-30
2022-15-03	This AD applies to Pratt & Whitney PW1519G, PW1521G, PW1521G-3, PW1521GA, PW1524G, PW1524G-3, PW1525G, PW1525G-3, PW1919G, PW1921G, PW1922G, PW1923G, and PW1923G-A model turbofan engines.
2022-14-12	This AD applies to: (1) GE Aviation Czech s.r.o. (GEAC) M601F model turboprop engines with an engine serial number (ESN) listed in Attachment 1, List of Affected Engines--Group 1, of GE Aviation Czech Alert Service Bulletin (ASB) ASB-M601F-72-10-00-0056 [02], ASB-M601D-72- 10-00-0072 [02], ASB-M601E
2022-13-17	This AD applies to Rolls-Royce Deutschland Ltd & Co KG Trent XWB-75, Trent XWB-79, Trent XWB-79B, Trent XWB-84, and Trent XWB-97 model turbofan engines.
2022-13-15	This AD applies to Williams International Co., L.L.C. (Williams) FJ44-2A, FJ44-2C, FJ44-3A, and FJ44-3A-24 model turbofan engines with an engine serial number identified in paragraph 1.A., Effectivity, of Williams International Service Bulletin WISB-72- 1032, Revision 2, dated June 4, 2020 (the SB),
2022-14-02	This AD applies to CFM International, S.A. LEAP-1A23, LEAP-1A24, LEAP-1A24E1, LEAP-1A26, LEAP-1A26CJ, LEAP-1A26E1, LEAP-1A29, LEAP- 1A29CJ, LEAP-1A30, LEAP-1A32, LEAP-1A33, LEAP-1A33B2, and LEAP-1A35A model turbofan engines with an installed: (1) High-pressure turbine (HPT) rotor stage 1 disk (HPT s
2022-13-12	This AD applies to General Electric Company (GE) GE Passport 20- 17BB1A, GE Passport 20-18BB1A, and GE Passport 20-19BB1A model turbofan engines.
2022-13-16	This AD applies to GE Aviation Czech s.r.o. M601D-11 model turboprop engines.
2022-12-12	This AD applies to Pratt & Whitney Division (PW) PW4062 model turbofan engines with an installed low-pressure turbine (LPT) stage 5 air seal, part number (P/N) 50N324, having a serial number (S/N) listed in Table 1 to paragraph (c) of this AD, installed.  [GRAPHIC] [TIFF OMITTED] TR17JN22.033
2022-13-03	(1) This AD applies to hot air balloons, certificated in any category, equipped with a Cameron Balloons Ltd. part number (P/N) CB2990 (Alugas) fuel cylinder (the affected fuel cylinder). (2) The affected fuel cylinder may be installed on hot air balloon models including, but not limited to, those of
2022-11-15	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (Type Certificate previously held by Rolls-Royce plc) Trent 7000-72 and Trent 7000-72C model turbofan engines.
2022-11-02	This AD applies to CFM International, S.A. (CFM) LEAP-1B21, LEAP-1B23, LEAP-1B25, LEAP-1B27, LEAP-1B28, LEAP-1B28B1, LEAP- 1B28B2, LEAP-1B28B2C, LEAP-1B28B3, LEAP-1B28BBJ1, and LEAP-1B28BBJ2 model turbofan engines.
2022-11-01	This AD applies to the Airbus SAS airplanes, certificated in any category, without Airbus modification 11912 and identified in figure 1 to paragraph (c) of this AD.  [GRAPHIC] [TIFF OMITTED] TR31MY22.224
2022-10-06	This AD applies to Rolls-Royce Corporation (RRC) 250-C20, 250- C20B, 250-C20C (T63-A-720), 250-C20F, 250-C20J, 250-C20R, 250-C20R/ 1, 250-C20R/2, 250-C20R/4, 250-C20W, 250-C300/A1, and 250-C300/B1 model turboshaft engines with either a 3rd-stage turbine wheel, part number (P/N) 23065818, or a 4th-st
2022-10-02	This AD applies to Honeywell International, Inc. (Type Certificate previously held by AlliedSignal, Inc. and Textron Lycoming) T5311A, T5311B, T5313B, T5317A, T5317A-1, T5317B, T5317BCV, and former military T53-L-11, T53-L-11A, T53-L-11B, T53-L- 11C, T53-L-11D, T53-L-11A S/SA, T53-L-13B, T53-L-13B S
2022-09-09	This AD applies to CFM International, S.A. (CFM) LEAP-1A23, LEAP-1A24, LEAP-1A24E1, LEAP-1A26, LEAP-1A26CJ, LEAP-1A26E1, LEAP- 1A29, LEAP-1A29CJ, LEAP-1A30, LEAP-1A32, LEAP-1A33, LEAP-1A33B2, and LEAP-1A35A model turbofan engines.
2022-09-14	This AD applies to General Electric Company (GE) CF34-8C1, CF34- 8C5, CF34-8C5A1, CF34-8C5B1, CF34-8C5A2, CF34-8C5A3, CF34-8E2, CF34- 8E2A1, CF34-8E5, CF34-8E5A1, CF34-8E5A2, CF34-8E6, and CF34-8E6A1 model turbofan engines.
2022-09-10	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (RRD) (Type Certificate previously held by Rolls-Royce plc) RB211 Trent 875-17, RB211 Trent 877-17, RB211 Trent 884-17, RB211 Trent 884B-17, RB211 Trent 892-17, RB211 Trent 892B-17, and RB211 Trent 895-17 model turbofan engines, as identified in
2022-09-09	This AD applies to CFM International, S.A. (CFM) LEAP-1A23, LEAP-1A24, LEAP-1A24E1, LEAP-1A26, LEAP-1A26CJ, LEAP-1A26E1, LEAP- 1A29, LEAP-1A29CJ, LEAP-1A30, LEAP-1A32, LEAP-1A33, LEAP-1A33B2, and LEAP-1A35A model turbofan engines.
2022-10-04	This AD applies to Engine Alliance (EA) GP7270, GP7272, and GP7277 model turbofan engines with an installed: (1) Stages 7-9 compressor rotor spool, part number (P/N) 2031M90G05, having serial number (S/N) GWN0R7R3; or (2) Stages 7-9 compressor rotor spool, P/N 2031M90G07, having S/ N GWN0R9R3, GWN0R
2022-08-16	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (RRD) Trent 1000-AE3, Trent 1000-CE3, Trent 1000-D3, Trent 1000-G3, Trent 1000-H3, Trent 1000-J3, Trent 1000-K3, Trent 1000-L3, Trent 1000-M3, Trent 1000-N3, Trent 1000-P3, Trent 1000-Q3, Trent 1000-R3, Trent 7000-72, and Trent 7000-72C model tu
2022-08-13	This AD applies to all Pratt & Whitney Canada Corp. PT6A-34, - 34B, -34AG, -114, and -114A model turboprop engines.
2022-08-10	This AD applies to all Hamilton Sundstrand Corporation (Hamilton Sundstrand) 54H model propellers with a propeller hub, model 54H60, installed. Note to paragraph (c): Hamilton Sundstrand references propeller model 54H60 in Hamilton Sundstrand Alert Service Bulletin (ASB) 54H60-61-A154, Revision 1, d
2022-07-13	This AD applies to Pratt & Whitney Division PW4074, PW4074D, PW4077, PW4077D, PW4084D, PW4090, and PW4090-3 model turbofan engines, with an installed air/oil heat exchanger that has accumulated any number of cycles since new (CSN) or cycles since last overhaul.
